feature,DMR,pvalue,odds_ratio,effect_size,fdr,-log10(FDR),log2(odds_ratio)
H3K9me3_B-Mem,gDMR_NK-cell2,0.4633929891550309,0.9391810963340681,0.0029103795896984687,0.5491337573564281,0.2603218577238986,-0.09052472444999976
H3K9me3_B-Mem,gDMR_Tc-Mem,0.02106800338188637,0.9135401810572154,0.004932620486962797,0.031027423162414473,1.5082542912161547,-0.1304599092889914
H3K9me3_B-Mem,gDMR_Tc-Naive,8.333006824067747e-10,0.6903207804765448,0.01750196498592965,2.1314954297352237e-09,8.671315594212205,-0.5346611810239964
H3K9me3_B-Mem,gDMR_Th-Mem,1.853858692901058e-06,0.7395950775275688,0.013002472638286742,3.917284020651801e-06,5.407014939013775,-0.4351924721601241
H3K9me3_B-Mem,gDMR_Th-Naive,1.42479690061905e-11,0.6712826699297615,0.017777820772853573,3.9568645354334756e-11,10.402648817694747,-0.5750076971171212
H3K9me3_NK-cell1,gDMR_B-Mem,0.4296075664434099,0.9524417940091413,0.0027560883156861394,0.5155290797320918,0.2877468322020246,-0.07029716612415322
H3K9me3_NK-cell1,gDMR_B-Naive,0.912830601323379,0.9906961854950362,0.0005026111029035963,0.9399060852609369,0.026915538624304663,-0.013485397597502108
H3K9me3_NK-cell1,gDMR_Monocyte,0.058462175742978115,0.9094116801963579,0.005456676690635952,0.08259481805548652,1.083047199174816,-0.13699456116652448
H3K9me3_NK-cell1,gDMR_NK-cell1,0.0029736813146150625,0.8271792215129887,0.011902940562339781,0.004692237399035456,2.328620023307805,-0.2737281488339731
H3K9me3_NK-cell1,gDMR_NK-cell2,0.00010113207273301879,0.7818826332945381,0.015431052200767228,0.00018617495207669368,3.730078749276349,-0.35497603092475516
H3K9me3_NK-cell1,gDMR_Tc-Mem,0.11799165400676759,1.0449114219456497,0.0033427630511756717,0.15973243411501126,0.7966068902047756,0.06338064897020379
H3K9me3_NK-cell1,gDMR_Tc-Naive,1.8440336331400707e-11,0.7402673783063947,0.019153998695332086,5.034833402843114e-11,10.298014895204297,-0.43388164078859875
H3K9me3_NK-cell1,gDMR_Th-Mem,1.5007075402496654e-18,0.6607975321130511,0.023965840393871177,5.567510416498759e-18,17.254338961752623,-0.597719796167097
H3K9me3_NK-cell1,gDMR_Th-Naive,2.2300393585115535e-23,0.6482672172309981,0.026217211344809952,9.676777930684062e-23,22.014269225322266,-0.6253394769805233
H3K27me3_Th-Mem,gDMR_B-Mem,0.0016965217130393165,0.8669775980037505,0.01095222042266143,0.0027855052450577967,2.555096019434833,-0.20593337902553824
H3K27me3_Th-Mem,gDMR_B-Naive,1.9106421324850986e-06,0.7901722949645882,0.02186705687184336,4.019792538475143e-06,5.395796360278821,-0.3397608314848402
